table,field,sqlite_type,nullable,primary_key,foreign_key,default,meaning,example,seed_domain
flights,source_basis,TEXT,False,False,,,Public-pattern anchor or synthetic-assumption note for a flight.,S02 published route/time anchor; operator/tail allocation simulated,
flights,data_class,TEXT,False,False,,'SYNTHETIC',Provenance label: distinguish synthetic records from public reference facts.,SYNTHETIC,SYNTHETIC
defects,defect_id,TEXT,False,True,,,Stable defect identifier.,HIST-0001,
defects,aircraft_id,TEXT,False,False,aircraft.aircraft_id,,"Internal aircraft identity; used to join history, rotations and cases.",AC-001,
defects,fault_code,TEXT,False,False,fault_catalog.fault_code,,Fictional maintenance-event key; not a real cockpit warning code.,DEMO-25-019,
defects,station,TEXT,False,False,airports.iata,,IATA airport/station code; linked master or applicability label.,MUC,
defects,reported_at,TEXT,False,False,,,Reported at as canonical UTC timestamp.,2026-03-23T06:05:00Z,
defects,symptom_text,TEXT,False,False,,,Recorded symptom narrative; not a confirmed root cause.,Intermittent cabin-zone temperature indication; recorded intermittently on sector 1.,
defects,resolution_text,TEXT,False,False,,,Historical narrative; does not authorize repeating a physical maintenance action.,Follow-up engineering review recorded; case closed only after separately authorized action.,
defects,resolution_class,TEXT,False,False,,,Broad historical outcome category for search context.,MONITORING_REQUIRED,INDICATION_CORRECTED / MONITORING_REQUIRED / NO_FAULT_FOUND / REPLACEMENT
defects,replaced_part_id,TEXT,True,False,parts.part_id,,"Part recorded as consumed historically, or NULL when no replacement was recorded.",DEMO-PART-005,
defects,ground_minutes,INTEGER,False,False,,,Historical synthetic elapsed ground interval; not a causal benchmark or predicted saving.,184,
defects,engineer_id,TEXT,False,False,engineers.engineer_id,,Stable engineer identifier.,ENG-MUC-01,
defects,status,TEXT,False,False,,,Lifecycle/status enum for defects; see application rules.,CLOSED,CLOSED
defects,data_class,TEXT,False,False,,'SYNTHETIC',Provenance label: distinguish synthetic records from public reference facts.,SYNTHETIC,SYNTHETIC
work_orders,work_order_id,TEXT,False,True,,,Stable work order identifier.,WO-0001,
work_orders,defect_id,TEXT,False,False,defects.defect_id,,Stable defect identifier.,HIST-0001,
work_orders,task_reference,TEXT,False,False,,,Task reference for linked historical work summaries.,SIM-HIST-TASK-DEMO-A350-21-047,
work_orders,station,TEXT,False,False,airports.iata,,IATA airport/station code; linked master or applicability label.,MUC,
work_orders,started_at,TEXT,False,False,,,Started at as canonical UTC timestamp.,2026-04-24T05:05:00Z,
work_orders,completed_at,TEXT,False,False,,,Completed at as canonical UTC timestamp.,2026-04-24T08:09:00Z,
work_orders,status,TEXT,False,False,,,Lifecycle/status enum for work_orders; see application rules.,CLOSED,CLOSED
work_orders,summary,TEXT,False,False,,,Summary for linked historical work summaries.,Follow-up engineering review recorded; case closed only after separately authorized action.,
work_orders,data_class,TEXT,False,False,,'SYNTHETIC',Provenance label: distinguish synthetic records from public reference facts.,SYNTHETIC,SYNTHETIC
open_deferrals,deferral_id,TEXT,False,True,,,Stable deferral identifier.,DEF-001,
open_deferrals,aircraft_id,TEXT,False,False,aircraft.aircraft_id,,"Internal aircraft identity; used to join history, rotations and cases.",AC-001,
open_deferrals,review_reference,TEXT,False,False,,,Simulation review identifier; not a real MEL item.,SIM-MEL-REVIEW-001,
open_deferrals,description,TEXT,False,False,,,Description for open-item evidence for external review.,Fictional previously recorded cabin item; cross-item assessment remains with authorized personnel.,
open_deferrals,recorded_at,TEXT,False,False,,,Recorded at as canonical UTC timestamp.,2026-09-13T08:00:00Z,
open_deferrals,expires_at,TEXT,False,False,,,Expires at as canonical UTC timestamp.,2026-09-16T08:00:00Z,
open_deferrals,status,TEXT,False,False,,,Lifecycle/status enum for open_deferrals; see application rules.,OPEN,OPEN
open_deferrals,interaction_review_required,INTEGER,False,False,,,0/1 flag requiring an authorized human review of interaction with other open items.,1,
open_deferrals,data_class,TEXT,False,False,,'SYNTHETIC',Provenance label: distinguish synthetic records from public reference facts.,SYNTHETIC,SYNTHETIC
logistics_quotes,quote_id,TEXT,False,True,,,Stable quote identifier.,Q-AMS-AIR,
logistics_quotes,provider_id,TEXT,False,False,providers.provider_id,,Stable provider identifier.,PROV-AMS-LOG,
logistics_quotes,origin,TEXT,False,False,airports.iata,,IATA airport/station code; linked master or applicability label.,AMS,
logistics_quotes,destination,TEXT,False,False,airports.iata,,IATA airport/station code; linked master or applicability label.,FRA,
logistics_quotes,part_id,TEXT,False,False,parts.part_id,,Fictional component catalog identifier; not an OEM part number.,DEMO-CZT-100,
logistics_quotes,mode,TEXT,False,False,,,Mode for synthetic transport assumptions.,AIR,AIR / ROAD
logistics_quotes,source_prep_minutes,INTEGER,False,False,,,Synthetic packaging/source-tender preparation duration.,30,
logistics_quotes,available_from_utc,TEXT,False,False,,,"Earliest resource/quote availability; for fleet status, station is an inbound target until this time.",2026-09-14T06:15:00Z,
logistics_quotes,cutoff_utc,TEXT,True,False,,,Latest tender time for this fictional air movement; NULL for road.,2026-09-14T07:10:00Z,
logistics_quotes,departure_utc,TEXT,True,False,,,Departure utc as canonical UTC timestamp.,2026-09-14T08:10:00Z,
logistics_quotes,arrival_utc,TEXT,True,False,,,Arrival utc as canonical UTC timestamp.,2026-09-14T09:20:00Z,
logistics_quotes,transit_minutes,INTEGER,False,False,,,Quoted synthetic transport duration; not inferred merely from distance.,70,
logistics_quotes,destination_handling_minutes,INTEGER,False,False,,,Synthetic arrival clearance/collection/last-mile duration.,60,
logistics_quotes,cost_eur,REAL,False,False,,,Synthetic cost eur value; not a real price or booking.,580.0,
logistics_quotes,valid_until_utc,TEXT,False,False,,,Valid until utc as canonical UTC timestamp.,2026-09-14T07:00:00Z,
logistics_quotes,capacity_confirmed,INTEGER,False,False,,,"Fixture 0/1 quote capacity confirmation, not a booked shipment.",1,
logistics_quotes,customs_ready,INTEGER,False,False,,,"Fixture 0/1 documentation assumption, not customs clearance.",1,
logistics_quotes,data_class,TEXT,False,False,,'SYNTHETIC',Provenance label: distinguish synthetic records from public reference facts.,SYNTHETIC,SYNTHETIC
fleet_status,aircraft_id,TEXT,False,True,aircraft.aircraft_id,,"Internal aircraft identity; used to join history, rotations and cases.",AC-002,
fleet_status,station,TEXT,False,False,airports.iata,,IATA airport/station code; linked master or applicability label.,FRA,
fleet_status,available_from_utc,TEXT,False,False,,,"Earliest resource/quote availability; for fleet status, station is an inbound target until this time.",2026-09-14T06:30:00Z,
fleet_status,allocated_flight_id,TEXT,True,False,flights.flight_id,,Existing aircraft commitment; presence on the ground is not spare availability.,F-02-0-B,
fleet_status,status,TEXT,False,False,,,Lifecycle/status enum for fleet_status; see application rules.,ALLOCATED,ALLOCATED / INBOUND_ALLOCATED
fleet_status,compatible_crew,INTEGER,False,False,,,0/1 preliminary aircraft-swap compatibility flag; not legal crew approval.,1,
fleet_status,last_verified_at,TEXT,False,False,,,Source-snapshot verification time used for freshness checks.,2026-09-14T06:00:00Z,
fleet_status,data_class,TEXT,False,False,,'SYNTHETIC',Provenance label: distinguish synthetic records from public reference facts.,SYNTHETIC,SYNTHETIC
communications,message_id,TEXT,False,True,,,Stable message identifier.,MSG-001,
communications,operator_id,TEXT,False,False,operators.operator_id,,Tenant/operator ownership key; must not be inferred from model prose.,SIM-AIR,
communications,sender,TEXT,False,False,,,Sender for context and untrusted message fixtures.,mcc@demo-air.example.invalid,
communications,recipient,TEXT,False,False,,,Recipient for context and untrusted message fixtures.,fra.mro@example.invalid,
communications,subject,TEXT,False,False,,,Subject for context and untrusted message fixtures.,Pre-arrival case acknowledgement,
communications,received_at,TEXT,False,False,,,Received at as canonical UTC timestamp.,2026-09-14T06:04:00Z,
communications,body,TEXT,False,False,,,Body for context and untrusted message fixtures.,Received cabin-zone indication report. Ground preparation authorized; no instruction to flight crew.,
communications,trust_status,TEXT,False,False,,,Ingestion trust label. UNTRUSTED content cannot be retrieved as authority.,TRUSTED,TRUSTED / UNTRUSTED
communications,related_entity,TEXT,False,False,,,Related entity for context and untrusted message fixtures.,AC-001,
communications,data_class,TEXT,False,False,,'SYNTHETIC',Provenance label: distinguish synthetic records from public reference facts.,SYNTHETIC,SYNTHETIC
documents,doc_id,TEXT,False,True,,,Stable doc identifier.,OTHER-PRIVATE-R1,
documents,operator_id,TEXT,False,False,operators.operator_id,,Tenant/operator ownership key; must not be inferred from model prose.,OTHER-AIR,
documents,title,TEXT,False,False,,,Title for applicability/trust/effectivity metadata.,Pre-arrival cabin-zone indication planning brief,
documents,doc_type,TEXT,False,False,,,"Planning, review, SOP or contextual knowledge category.",PLANNING,DISPATCH_REVIEW / ENGINEERING_NOTE / EXTERNAL / HISTORICAL / LOGISTICS / OPERATIONS / PLANNING / RESOURCE / SOP / STATION / STORES
documents,aircraft_type,TEXT,False,False,,,Aircraft model applicability label.,A350-900,
documents,config_code,TEXT,False,False,,,Operator-specific fictional configuration applicability code.,CAB-C01,
documents,station,TEXT,False,False,,,IATA airport/station code; linked master or applicability label.,ALL,
documents,revision,TEXT,False,False,,,Document revision identifier; lexical ordering is not used to choose a revision.,3,
documents,valid_from,TEXT,False,False,,,Inclusive beginning of applicability/authorization in canonical UTC.,2026-09-01T00:00:00Z,
documents,valid_to,TEXT,False,False,,,Exclusive end of applicability/authorization in canonical UTC.,2027-09-01T00:00:00Z,
documents,status,TEXT,False,False,,,Lifecycle/status enum for documents; see application rules.,ACTIVE,ACTIVE / RETIRED
documents,trust_status,TEXT,False,False,,,Ingestion trust label. UNTRUSTED content cannot be retrieved as authority.,TRUSTED,TRUSTED / UNTRUSTED
documents,markdown_path,TEXT,False,False,,,Package-relative original fictional document path.,knowledge/markdown/SIM-PROC-21-R3.md,
documents,pdf_path,TEXT,False,False,,,Package-relative PDF presentation of the same section content.,knowledge/pdf/SIM-PROC-21-R3.pdf,
documents,sha256,TEXT,False,False,,,Hash of the Markdown source bytes; package manifest separately covers PDF bytes.,145628b87adee81c163597b423c89d7f969fd336a7ccac207df43ea62b06e044,
documents,data_class,TEXT,False,False,,'SYNTHETIC_NOT_FOR_MAINTENANCE',Provenance label: distinguish synthetic records from public reference facts.,SYNTHETIC_NOT_FOR_MAINTENANCE,SYNTHETIC_NOT_FOR_MAINTENANCE
doc_chunks,chunk_id,TEXT,False,True,,,Stable retrieval evidence identifier.,OTHER-PRIVATE-R1#S01,
doc_chunks,doc_id,TEXT,False,False,documents.doc_id,,Stable doc identifier.,SIM-PROC-21-R3,
doc_chunks,ordinal,INTEGER,False,False,,,Section order within the document.,1,
doc_chunks,section,TEXT,False,False,,,Section for stable original-text sections.,Purpose,
doc_chunks,content,TEXT,False,False,,,Content for stable original-text sections.,"SIMULATION ONLY. Original fictional planning document. Not an OEM manual, approved MEL, maintenance instruction, flight-...",
doc_chunks,page,INTEGER,False,False,,,Page number in the supplied PDF; all fixture documents have one page.,1,
embeddings,chunk_id,TEXT,False,True,doc_chunks.chunk_id,,Stable retrieval evidence identifier.,,
embeddings,model,TEXT,False,False,,,Model for optional derived local vectors.,,
embeddings,corpus_hash,TEXT,False,False,,,Hash binding optional embeddings to the exact chunk text corpus.,,
embeddings,vector_json,TEXT,False,False,,,Local embedding vector encoded as JSON. No vector is supplied before indexing.,,
cases,case_id,TEXT,False,True,,,Stable case identifier.,,
cases,operator_id,TEXT,False,False,operators.operator_id,,Tenant/operator ownership key; must not be inferred from model prose.,,
cases,aircraft_id,TEXT,False,False,aircraft.aircraft_id,,"Internal aircraft identity; used to join history, rotations and cases.",,
cases,event_id,TEXT,False,False,,,Stable event identifier.,,
cases,event_hash,TEXT,False,False,,,Hash of the canonical validated event payload.,,
cases,event_json,TEXT,False,False,,,"Validated event as canonical JSON, including externally supplied permission.",,
cases,scenario_id,TEXT,False,False,,,Stable scenario identifier.,,
cases,clock_utc,TEXT,False,False,,,"Controllable scenario clock, distinct from actual wall-clock audit time.",,
cases,state,TEXT,False,False,,,State for runtime preparation cases.,,
cases,version,INTEGER,False,False,,1,Case concurrency version incremented on analysis or external update.,,
cases,plan_json,TEXT,True,False,,,"Full evidence-backed preparation plan, not a maintenance release.",,
cases,plan_hash,TEXT,True,False,,,Hash binding an approval request to exactly one plan.,,
cases,analysis_mode,TEXT,True,False,,,reference or ollama; never silently substitute one for the other.,,
cases,created_at,TEXT,False,False,,,Created at as canonical UTC timestamp.,,
approvals,approval_id,TEXT,False,True,,,Stable approval identifier.,,
approvals,case_id,TEXT,False,False,cases.case_id,,Stable case identifier.,,
approvals,case_version,INTEGER,False,False,,,Version approved by the human persona.,,
approvals,plan_hash,TEXT,False,False,,,Hash binding an approval request to exactly one plan.,,
approvals,actor,TEXT,False,False,,,Actor for human preparation approval events.,,
approvals,decision,TEXT,False,False,,,Decision for human preparation approval events.,,
approvals,created_at,TEXT,False,False,,,Created at as canonical UTC timestamp.,,
approvals,idempotency_key,TEXT,False,False,,,Stable client request key; duplicate effective approvals do not repeat actions.,,
reservations,reservation_id,TEXT,False,True,,,Stable reservation identifier.,,
reservations,case_id,TEXT,False,False,cases.case_id,,Stable case identifier.,,
reservations,lot_id,TEXT,False,False,inventory_lots.lot_id,,Stable lot identifier.,,
reservations,quantity,INTEGER,False,False,,,Quantity for reversible demonstration stock holds.,,
reservations,status,TEXT,False,False,,,Lifecycle/status enum for reservations; see application rules.,,
reservations,created_at,TEXT,False,False,,,Created at as canonical UTC timestamp.,,
reservations,expires_at,TEXT,False,False,,,Expires at as canonical UTC timestamp.,,
outbox,message_id,TEXT,False,True,,,Stable message identifier.,,
